URL de origen,URL de destino,Texto del enlace
https://untref.edu.ar/mundountref/tags/,https://untref.edu.ar/mundountref/tags/visitas,"
Visitas
"
https://untref.edu.ar/mundountref/tags/,https://untref.edu.ar/mundountref/tags/voley,"
Vóley
"
https://untref.edu.ar/mundountref/tags/,https://untref.edu.ar/mundountref/tags/xirgu,"
Xirgu
"
https://untref.edu.ar/mundountref,https://untref.edu.ar/mundountref/la-untref-dio-a-conocer-su-oferta-en-la-expouniversidades-2024,"

                                    La UNTREF dio a conocer su oferta en la ExpoUniversidades 2024
            
 En el evento, organizado por la Municipalidad de Tres de Febrero, la UNTREF dispuso de un stand propio y de un espacio de diálogo personalizado con los futuros estudiantes universitarios.
"
https://untref.edu.ar/mundountref,https://untref.edu.ar/mundountref/se-firmo-un-convenio-de-reciprocidad-con-la-universidad-politecnica-de-bucarest,"

                                    Se firmó un convenio de reciprocidad con la Universidad Politécnica de Bucarest
            
 Por este convenio, ambas instituciones desarrollarán proyectos de investigación y docencia. El acuerdo se enmarca en el proceso de internacionalización que persigue la UNTREF desde su Dirección de Cooperación Internacional. 
"
https://untref.edu.ar/mundountref,https://untref.edu.ar/mundountref/3500-personas-vivieron-3f-corre-aventura-la-prueba-atletica-co-organizada-por-la-untref,"

                                    3500 personas vivieron 3F Corre Aventura, la prueba atlética co-organizada por la UNTREF
            
 La Universidad y la Municipalidad se unieron para realizar una nueva edición de la competencia de obstáculos que convocó a amantes del running y del deporte de toda la provincia.
"
https://untref.edu.ar/mundountref,https://untref.edu.ar/mundountref/adios-a-eduardo-jozami,"

                                    Adiós a Eduardo Jozami
            
 Con máximo pesar, la Universidad Nacional de Tres de Febrero comunica el fallecimiento del Dr. Eduardo Jozami, profesor de posgrado de la institución y director del Centro de Estudios de Memoria e Historia del Tiempo Presente UNTREF.
"
https://untref.edu.ar/mundountref,https://untref.edu.ar/mundountref/articulos,"
 Más Noticias
    "
https://untref.edu.ar,https://untref.edu.ar/mundountref/daniel-link-la-inteligencia-artificial-carece-de-imaginacion,"




										#enfoqueuntref
									

																				Daniel Link: “La Inteligencia Artificial carece de imaginación”
									
 El director de la Maestría en Estudios Literarios Latinoamericanos diferenció las posibilidades creativas de los seres humanos en relación con los dispositivos de Inteligencia Artificial, en los que ve la búsqueda de imponer una verdad absoluta.


										
											Daniel Link

																			

"
https://untref.edu.ar,https://untref.edu.ar/mundountref/para-tomas-abraham-la-construccion-del-saber-es-una-accion-colectiva,"




										#enfoqueuntref
									

																				Para Tomás Abraham la construcción del saber es una acción colectiva
									
 El reconocido filósofo, escritor y sociólogo dio detalles sobre el curso de posgrado que ofrecerá en la UNTREF y explicó cuál es su mirada sobre el aprendizaje y la relación entre docentes y estudiantes.


										
											Tomás Abraham

																			

"
https://untref.edu.ar,https://untref.edu.ar/mundountref/gabriela-ricardes-destaco-el-rol-democratizador-del-arte-circense,"




										#enfoqueuntref
									

																				Gabriela Ricardes destacó el rol democratizador del arte circense
									
 Para la coordinadora de la Carrera de Artes del Circo y flamante ministra de Cultura de la Ciudad Autónoma de Buenos Aires, el circo se destaca por su carácter inclusivo e igualador en lo social. 


										
											Gabriela Ricardes

																			

"
https://untref.edu.ar,https://untref.edu.ar/events/curso-neurociencias-vinculadas-al-dolor-2,ver más
https://untref.edu.ar,https://untref.edu.ar/events/el-patrimonio-cultural-como-elemento-de-dinamizacion-turistica,ver más
https://untref.edu.ar,https://untref.edu.ar/events/convocatoria-interna-concurso-de-composicion-3,ver más
https://untref.edu.ar,https://untref.edu.ar/events/el-oficio-de-especialista-en-gestion-de-lenguas,ver más
https://untref.edu.ar,https://untref.edu.ar/events/ciencia-de-datos-topicos-de-captura-analisis-y-visualizacion-de-informacion-1,ver más
https://untref.edu.ar,https://untref.edu.ar/events/relato-historico-e-identidades-colectivas-judaicas-judeoafro-americanas-y-argentinas,ver más
https://untref.edu.ar,https://untref.edu.ar/events/el-desarrollo-de-argelia-y-su-relacion-con-argentina-y-el-mundo,ver más
https://untref.edu.ar,https://untref.edu.ar/events/charla-virtual-todos-deberiamos-ser-anfibios-biologias-colaborativas,ver más
https://untref.edu.ar,https://untref.edu.ar/events/conversatorio-sobre-el-libro-paisajes-del-pasado,ver más
https://untref.edu.ar,https://untref.edu.ar/events/curso-de-investigacion-de-mercados-con-r,ver más
https://untref.edu.ar,https://untref.edu.ar/events/data-analytics-como-tomar-decisiones-basados-en-datos,ver más
https://untref.edu.ar,https://untref.edu.ar/events/festival-vejeces-y-derechos-voces-desde-los-territorios,ver más
https://untref.edu.ar,https://untref.edu.ar/events/presentacion-del-libro-enfoques-interdisciplinarios-sobre-la-educacion-investigaciones-y-reflexiones-actuales,ver más
https://untref.edu.ar,https://untref.edu.ar/events/inteligencia-artificial-aplicada-a-la-generacion-de-informacion-para-la-toma-de-decisiones,ver más
https://untref.edu.ar,https://untref.edu.ar/events/conversatorio-sonido-y-videojuegos,ver más
https://untref.edu.ar,https://untref.edu.ar/events/segundo-laboratorio-de-industrias-culturales-sociedad-y-ambiente-de-mutua,ver más
https://untref.edu.ar,https://untref.edu.ar/events/convocatoria-interna-concurso-de-composicion-4,ver más
https://untref.edu.ar,https://untref.edu.ar/events/violencia-en-el-ambito-laboral-conceptualizacion-y-formas-de-medicion-2,ver más
https://untref.edu.ar,https://untref.edu.ar/events/salud-imaginarios-y-fronteras-entre-alimentacion-genero-y-tecnologias-digitales-2,ver más
https://untref.edu.ar,https://untref.edu.ar/events/educacion-financiera-la-importancia-del-mercado-de-capitales-para-financiar-un-desarrollo-economico-sustentable-1,ver más
https://untref.edu.ar,https://untref.edu.ar/events/seminario-doctoral-nociones-generales-de-estetica-arabiga-y-mudejar,ver más
https://untref.edu.ar,https://untref.edu.ar/events/i-congreso-internacional-sudamericano-de-historia-del-arte-xvi-jornadas-de-historia-del-arte,ver más
https://untref.edu.ar,https://untref.edu.ar/events/i-congreso-internacional-sudamericano-de-historia-del-arte-xvi-jornadas-de-historia-del-arte-1,ver más
https://untref.edu.ar,https://untref.edu.ar/events/i-congreso-internacional-sudamericano-de-historia-del-arte-xvi-jornadas-de-historia-del-arte-2,ver más
https://untref.edu.ar,https://untref.edu.ar/events/introduccion-a-los-procesos-sociales-cientificos-artisticos-y-culturales-afroamericanos,ver más
https://untref.edu.ar,https://untref.edu.ar/muntref,"

"
https://www.untref.edu.ar,https://www.untref.edu.ar/autoridades,"
                                                Autoridades
                                            "
https://www.untref.edu.ar/autoridades,https://www.untref.edu.ar/sedes,"
                                                Sedes
                                            "
https://www.untref.edu.ar/sedes,https://www.untref.edu.ar/docentes_departamento,"
                                                Departamentos y Docentes
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/untref-en-cifras,"
                                                UNTREF en Cifras
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/llamado-a-concurso-cerrado-de-oposicion-y-antecedentes-para-cubrir-cargos-del-personal-no-docente,"
                                                 Llamado a concurso No Docente 
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/autoevaluacion-institucional,"
                                                Evaluación institucional
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/normativa-institucional,"
                                                Normativa
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/comunicacion-y-prensa,"
                                                Comunicación y prensa
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/elecciones-untref-2024,"
                                                Elecciones UNTREF
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/comite-interdisciplinario-de-violencia-de-g%C3%A9nero,"
                                                Comité interdisciplinario de violencia de género
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/untref-saludable,"
                                                UNTREF Saludable
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/covid,"
                                                Covid
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/estudiar-en-untref,"
                                                            Ingreso
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/carreras,"
                                                            Carreras
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/departamento-de-alumnos,"
                                                            Departamento de alumnos
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/posgrados,"
                                                            Carreras
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/alumnos-de-posgrado,"
                                                            Departamento de alumnos
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/catedra-unesco-de-educacion-superior-y-pueblos-indigenas-y-afrodescendientes-en-america-latina,"
                                                Cátedras UNESCO
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/secretaria-academica,"
                                                Secretaría académica
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/soevo-orientacion-vocacional,"
                                                SOEVO orientación vocacional
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/tutoriales,"
                                                Tutoriales
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/untref-deportes,"
                                                UNTREF Deportes

                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/untref-corre,"
                                                            UNTREF Corre
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/talleres-y-seminarios,"
                                                            Talleres y seminarios
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/cursos,"
                                                            Cursos
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/doble-carrera-deporte-universidad,"
                                                            Programa de becas para deportistas de alta competencia
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/trio-de-cuerdas-untref-extension,"
                                                            Trío de Cuerdas UNTREF
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/escuela-de-tango-y-danzas-tradicionales,"
                                                            Escuela de tango
                                                        "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/investigacion-y-desarrollo,"
                                                Presentación
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/institutos,"
                                                Institutos y Centros
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/programa-de-estudios-posdoctorales,"
                                                Programa de estudios posdoctorales
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/convocatorias,"
                                                Convocatorias
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/ventanillas,"
                                                Ventanillas
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/sigeva-cvar,"
                                                SIGEVA - CVAR
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/unidades-de-investigacion-untref,"
                                                Unidades de investigación UNTREF
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/vigilancia-tecnologica-y-propiedad-intelectual,"
                                                Vigilancia tecnológica y propiedad intelectual
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/study-abroad,"
                                                STUDY ABROAD
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/cooperacion-internacional,"
                                                Cooperación Internacional
                                            "
https://www.untref.edu.ar/docentes_departamento,https://www.untref.edu.ar/suscripcion,Novedades UNTREF
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/las-inscripciones-para-las-carreras-de-grado-2025-comenzaran-el-7-de-octubre,"


"
https://www.untref.edu.ar/mundountref/las-inscripciones-para-las-carreras-de-grado-2025-comenzaran-el-7-de-octubre,https://www.untref.edu.ar/mundountref/eric-sadin-el-origen-de-la-locura-es-cuando-ya-nadie-cree-en-nada,"

                                                Éric Sadin: “El origen de la locura es cuando ya nadie cree en nada”

                        Desilusión, desconfianza, rencor, resentimiento, locura son algunas de las características con las que Éric Sadin describió la sociedad actual en una conferencia magistral que ofreció ante más de 500...
                    
"
https://www.untref.edu.ar/mundountref/eric-sadin-el-origen-de-la-locura-es-cuando-ya-nadie-cree-en-nada,https://www.untref.edu.ar/mundountref/crisis-economica-la-argentina-decrece-en-una-region-que-intenta-prosperar,"

                                                Crisis económica: la Argentina decrece en una región que intenta prosperar

                        El contraste actual entre la economía argentina y la del resto de Latinoamérica fue el centro de los debates del primero de los seis encuentros de la nueva edición del Seminario de Pensamiento Económico Argentino,...
                    
"
https://www.untref.edu.ar/mundountref/crisis-economica-la-argentina-decrece-en-una-region-que-intenta-prosperar,https://www.untref.edu.ar/mundountref/el-curso-de-ingreso-sera-intensivo-y-abarcara-los-meses-de-febrero-y-marzo,"

                                                El Curso de Ingreso será intensivo y abarcará los meses de febrero y marzo

                        La UNTREF implementará un Curso de Ingreso intensivo que abarcará un mes y medio. Se desarrollará desde principios de febrero hasta mediados de marzo. Esto permitirá a quienes lo aprueben empezar a cursar sus carreras...
                    
"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/katopodis-y-kaufmann-firmaron-un-acuerdo-para-terminar-el-campus-de-la-sede-lynch,"


"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/en-la-colacion-de-grado-y-posgrado-martin-kaufmann-llamo-a-defender-la-universidad-publica,"


"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/la-revista-ciencia-hoy-continuara-editandose-por-la-untref,"


"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/ya-funciona-en-el-chalten-el-aerogenerador-creado-por-investigadores-de-la-untref,"


"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/coctel-peligroso-aumento-del-crimen-e-insuficientes-respuestas-gubernamentales,"


"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/untref-25-anos-como-se-gesto-una-nueva-identidad-universitaria-en-la-argentina,"


"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/la-untref-y-el-municipio-de-tigre-firman-un-convenio-de-proteccion-medioambiental,"




                                                        La UNTREF y el Municipio de Tigre firman un convenio de protección medioambiental
                        
 El acuerdo entre la Universidad y el Municipio permitirá desarrollar un plan de actividades en la Reserva del Área Natural Protegida Monte Blanco, ubicada en el Delta.

"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/empezo-el-nuevo-ciclo-de-conferencias-sobre-migraciones-internacionales,"




                                                        Empezó el nuevo Ciclo de Conferencias sobre Migraciones Internacionales
                        
 A través de cuatro charlas, se expone una visión general sobre el fenómeno migratorio. La actividad es organizada por el Instituto de Políticas de Migraciones y Asilo (IPMA).

"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref/una-apuesta-necesaria-a-la-educacion-financiera-para-jovenes,"




                                                        Una apuesta necesaria a la educación financiera para jóvenes
                        
 En el marco de la Semana Mundial del Inversor, la UNTREF llevó a cabo dos jornadas de capacitación para alumnos y alumnas de escuelas secundarias con orientación en economía.

"
https://www.untref.edu.ar,https://www.untref.edu.ar/mundountref,"
Ver más noticias >
"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/cat/institucional,Institucional
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/cat/academico,Académico
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/cat/internacional,Internacional
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/cat/arte-cultura,Arte y Cultura
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/cat/comunidad,Comunidad
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/cat/audiovisual,Audiovisual
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/cat/podcast,Podcast
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/la-untref-marcho-en-defensa-de-la-universidad-publica,"








                                La UNTREF marchó en defensa de la universidad pública
            
 Autoridades, estudiantes, graduados, Nodocentes, docentes e investigadores de la institución participaron de la Marcha Federal Universitaria  y dieron su respaldo a la educación pública como herramienta identitaria de la sociedad argentina. 


"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/consumo-problematico-de-juegos-y-apuestas-una-droga-digital-para-los-jovenes,"







                                                Consumo problemático de juegos y apuestas, una “droga digital” para los jóvenes
                    
 Con el objetivo de concientizar sobre este fenómeno que atraviesa a adolescentes de diferentes edades, la UNTREF organizó, desde la articulación que impulsa con escuelas secundarias, una jornada de capacitación para docentes de enseñanza media. 

"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/la-untref-fue-sede-de-la-semana-de-las-artes,"







                                                La UNTREF fue sede de la Semana de las Artes 
                    
 Durante dos jornadas consecutivas, alumnas y alumnos de más de 50 instituciones de educación primaria y secundaria de la Región Educativa VII presentaron sus proyectos artístico-pedagógicos en las instalaciones de la Universidad. 

"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/expountref-mas-de-1500-visitantes-y-un-fuerte-respaldo-a-la-educacion-publica,"







                                                ExpoUNTREF: más de 1500 visitantes y un fuerte respaldo a la educación pública
                    
 La tradicional jornada de puertas abiertas tuvo su edición récord con 1512 asistentes de 62 escuelas públicas y privadas de Buenos Aires, Capital Federal y localidades del interior. 

"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/tags/bienalsur,Bienalsur
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/lanzaron-la-convocatoria-abierta-internacional-rumbo-a-bienalsur-2025,"


														Lanzaron la convocatoria abierta internacional Rumbo a BIENALSUR 2025
						
 Del 4 de marzo al 15 de abril del 2024 podrán presentarse online los proyectos artísticos y/o curatoriales a través de una plataforma en español y en inglés.
"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/espana-y-bienalsur-una-reflexion-critica-sobre-la-actualidad-desde-la-mirada-del-arte,"


														España y BIENALSUR: Una reflexión crítica sobre la actualidad desde la mirada del arte
						
 Las inauguraciones realizadas en España dieron cuenta a lo largo de este año de una mirada anti canónica que invita a reflexionar sobre las realidades urgentes del presente y propone una mirada crítica a través del arte y la imagen. 
"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/la-untref-lleva-la-bienalsur-a-la-asamblea-anual-de-la-unesco,"


														La UNTREF lleva la BIENALSUR  a la Asamblea Anual de la UNESCO
						
  La plataforma artística y cultural de la Universidad ofrece un aporte preponderante en la actividad que se desarrolla desde el 7 de noviembre.
"
https://www.untref.edu.ar/mundountref,https://www.untref.edu.ar/mundountref/tags/,"

"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/administracion-de-empresas,"
Administración de Empresas
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/administracion-publica,"
Administración Pública
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/administracion-y-gestion-de-politicas-sociales,"
Administración y Gestión de Políticas Sociales
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/ajedrez,"
Ajedrez
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/alumnos,"
Alumnos
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/america-latina,"
América Latina
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/arte,"
Arte
"
https://www.untref.edu.ar/mundountref/tags/arte,https://www.untref.edu.ar/mundountref/tags/artes-del-circo,"
Artes del Circo
"
https://www.untref.edu.ar/mundountref/tags/arte,https://www.untref.edu.ar/mundountref/tags/artes-electronicas,"
Artes Electrónicas
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/becas,"
Becas
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/biblioteca-y-centros-de-documentacion,"
Biblioteca y Centros de Documentación
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/carrera-tag-test,"
carrera tag
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/carreras,"
Carreras
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cees,"
CEES
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/ceiarte,"
CEIARTE
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/ceipsu,"
CEIPSU
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/celiv,"
CELIV
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/charlas,"
Charlas
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/ciclo-de-conciertos-para-ensambles,"
Ciclo de conciertos para ensambles
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cidem,"
CIDEM
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/ciea,"
CIEA
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/ciencias-de-la-educacion,"
Ciencias de la Educación
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cine,"
Cine
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cinea,"
CINEA
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/circo,"
Circo
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cistas,"
CISTAS
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cistas-1,"
CISTAS
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/coloquios,"
Coloquios
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/competencias,"
Competencias
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/computacion,"
Computación
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/comunicacion-politica,"
Comunicación Política
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/diplomatura-en-comunicacion-politica-y-de-gobierno,"
Comunicación Política y de Gobierno
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/comunicado,"
Comunicado 
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/concierto,"
Concierto 
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/concurso,"
Concurso
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/conferencia-completa,"
Conferencia Completa
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/conferencias,"
Conferencias
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/congreso,"
congreso
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/contraluz-cine,"
Contraluz Cine
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/convenio,"
Convenio
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cuarteto-de-cuerdas,"
Cuarteto de Cuerdas
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cuerpo-de-obra,"
Cuerpo de obra 
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cultura,"
Cultura
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curaduria,"
Curaduría
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curso-de-genetica-y-derechos-humanos,"
Curso de Genética y Derechos Humanos
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-gestion-del-patrimonio-cultural,"
Curso de posgrado en Gestión del Patrimonio Cultural
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-industrias-culturales-claves-para-su-gestion-y-desarrollo,"
Curso de posgrado en Industrias Culturales: claves para su gestión y desarrollo
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-integracion-latinoamericana-y-dilemas-de-insercion-internacional-de-la-region,"
Curso de posgrado en Integración Latinoamericana y Dilemas de Inserción Internacional de la Región
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-negociacion,"
Curso de posgrado en Negociación
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/politicas-y-gestion-del-sector-agroalimentario,"
Curso de posgrado en Políticas y Gestión del Sector Agroalimentario
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/sistemas-de-calidad-y-comercio-internacional-de-los-alimentos,"
Curso de posgrado en Sistemas de Calidad y Comercio Internacional de los Alimentos
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curso-interdisciplinario-de-posgrado-metodologia-non-standard,"
Curso Interdisciplinario de Posgrado – Metodología Non-Standard
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/curso-sobre-sistema-financiero-y-deuda-publica-origen-estado-actual-e-implicancias-del-conflicto-con-los-fondos-buitres,"
Curso sobre Sistema Financiero y Deuda Pública. Origen, estado actual e implicancias del conflicto con los fondos buitres.
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/cursos,"
Cursos
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/ddhh,"
DDHH
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/deportes,"
Deportes
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/desarrollo-infantil,"
desarrollo infantil
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/destacados,"
Destacados
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/dia-nacional,"
Día Nacional
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/diplomatura-en-ulceras-y-heridas,"
Diplomatura en Abordaje Terapéutico de Úlceras y Heridas
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/diplomatura-en-atencion-primaria-de-la-salud-aps,"
Diplomatura en Atención Primaria de la Salud -APS-
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/diplomatura-en-ergonomia,"
Diplomatura en Ergonomía
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/diplomatura-en-inclusion-escolar-con-orientacion-en-tes-trastornos-emocionales-severos,"
Diplomatura en Inclusión Escolar, con orientación en TES
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/diplomatura-en-marketing-deportivo,"
Diplomatura en Marketing Deportivo
"
https://www.untref.edu.ar/mundountref/tags/,https://www.untref.edu.ar/mundountref/tags/diplomatura-en-negociacion-y-metodos-adecuados-de-resolucion-de-conflictos-laborales,"
Diplomatura en Negociación y Métodos Adecuados de Resolución de Conflictos Laborales
"
